artwork_id,artist_name,artist_experience_years,artist_followers,art_style,medium,dominant_color,visual_complexity_score,height_cm,width_cm,creation_year,listing_price_usd,gallery_displayed,online_exclusive,upload_platform
1654,Andy Warhol,25,2845689,Surrealism,Acrylic,Green,3.69,150,71,1889,51305.2,1,0,Art Marketplace
1655,Vincent van Gogh,38,4086883,Surrealism,Oil,White,3.69,110,131,1961,51305.2,1,1,Instagram
1656,Henri Matisse,19,1915232,Modern,Digital,Blue,3.69,183,63,1961,51305.2,1,0,Online Gallery
1657,Vincent van Gogh,18,3526241,Realism,Watercolor,White,3.69,47,47,1891,51305.2,1,0,Art Marketplace
1658,Henri Matisse,23,1404726,Impressionism,Acrylic,Black,3.69,164,126,1997,51305.2,1,0,Art Marketplace
1659,Pablo Picasso,47,828681,Abstract,Digital,Blue,3.69,64,141,1962,51305.2,0,0,Art Marketplace
1660,Johannes Vermeer,19,3118889,Surrealism,Acrylic,Black,3.69,41,182,1976,51305.2,0,1,Online Gallery
1661,Henri Matisse,10,3383428,Impressionism,Acrylic,Yellow,3.69,150,171,1968,51305.2,1,0,Instagram
1662,Henri Matisse,13,693484,Realism,Watercolor,Yellow,3.69,142,40,1987,51305.2,1,0,Instagram
1663,Jackson Pollock,41,2773299,Impressionism,Digital,Green,3.69,73,150,1881,51305.2,1,1,Online Gallery
1664,Henri Matisse,24,4547432,Realism,Oil,White,3.69,70,37,1881,51305.2,1,1,Art Marketplace
1665,Claude Monet,38,1057417,Impressionism,Digital,Blue,3.69,83,89,2012,51305.2,1,0,Online Gallery
1666,Frida Kahlo,42,1360610,Modern,Digital,Yellow,3.69,158,71,1948,51305.2,1,0,Instagram
1667,Georgia O'Keeffe,30,1443447,Impressionism,Oil,White,3.69,54,173,2021,51305.2,0,0,Art Marketplace
1668,Rembrandt,22,554690,Cubism,Watercolor,Red,3.69,109,196,1983,51305.2,0,1,Instagram
1669,Andy Warhol,32,4573161,Modern,Digital,Red,3.69,151,130,1986,51305.2,0,0,Online Gallery
1670,Leonardo da Vinci,13,1011095,Realism,Oil,Green,3.69,44,124,1929,51305.2,0,0,Online Gallery
1671,Frida Kahlo,36,1775137,Surrealism,Acrylic,White,3.69,104,71,2022,51305.2,0,1,Art Marketplace
1672,Salvador Dalí,10,102807,Surrealism,Acrylic,Yellow,3.69,130,175,1947,51305.2,0,1,Online Gallery
1673,Georgia O'Keeffe,18,1540595,Impressionism,Oil,Black,3.69,160,150,1922,51305.2,1,1,Online Gallery
1674,Pablo Picasso,32,674220,Abstract,Acrylic,White,3.69,149,164,1928,51305.2,0,1,Art Marketplace
1675,Pablo Picasso,28,619727,Impressionism,Digital,Red,3.69,74,161,1960,51305.2,1,1,Online Gallery
1676,Edvard Munch,17,1322765,Modern,Oil,White,3.69,199,125,1974,51305.2,1,0,Art Marketplace
1677,Gustav Klimt,47,2439212,Modern,Digital,Yellow,3.69,196,59,2019,51305.2,0,0,Online Gallery
1678,Henri Matisse,16,4255739,Realism,Ink,Black,3.69,49,74,1926,51305.2,1,1,Online Gallery
1679,Frida Kahlo,23,4147111,Impressionism,Watercolor,Blue,3.69,175,60,1963,51305.2,0,1,Online Gallery
1680,Michelangelo,25,4310188,Realism,Watercolor,White,3.69,145,75,1972,51305.2,0,1,Online Gallery
1681,Jackson Pollock,31,53022,Abstract,Watercolor,Yellow,3.69,196,75,1946,51305.2,0,0,Instagram
1682,Vincent van Gogh,23,4997176,Surrealism,Oil,Blue,3.69,128,34,1939,51305.2,1,0,Art Marketplace
1683,Salvador Dalí,28,4007876,Surrealism,Ink,Red,3.69,58,39,1976,51305.2,1,0,Online Gallery
1684,Pablo Picasso,30,428500,Impressionism,Watercolor,Blue,3.69,49,139,1964,51305.2,1,0,Art Marketplace
1685,Andy Warhol,49,3257639,Realism,Digital,Red,3.69,199,180,1932,51305.2,0,1,Art Marketplace
1686,Pablo Picasso,32,3628509,Realism,Watercolor,Green,3.69,108,36,1984,51305.2,0,1,Instagram
1687,Leonardo da Vinci,22,412558,Abstract,Ink,Green,3.69,125,87,1951,51305.2,0,0,Online Gallery
1688,Rembrandt,48,3871708,Realism,Digital,Red,3.69,41,76,2009,51305.2,1,1,Online Gallery
1689,Pablo Picasso,40,200333,Cubism,Digital,Black,3.69,85,121,1895,51305.2,1,0,Instagram
1690,Leonardo da Vinci,46,1312580,Cubism,Oil,Green,3.69,144,50,1970,51305.2,0,1,Online Gallery
1691,Frida Kahlo,33,3148053,Modern,Oil,Black,3.69,41,188,2017,51305.2,1,1,Instagram
1692,Frida Kahlo,21,4594455,Cubism,Acrylic,Black,3.69,82,184,1971,51305.2,0,1,Online Gallery
1693,Jackson Pollock,8,4688522,Cubism,Ink,Black,3.69,127,186,1960,51305.2,1,0,Instagram
1694,Gustav Klimt,48,3880886,Modern,Digital,Yellow,3.69,37,167,2005,51305.2,0,0,Instagram
1695,Edvard Munch,49,2048220,Cubism,Ink,White,3.69,87,101,1968,51305.2,0,0,Art Marketplace
1696,Georgia O'Keeffe,33,2059749,Cubism,Watercolor,Yellow,3.69,53,166,1971,51305.2,0,1,Instagram
1697,Pablo Picasso,8,1240369,Modern,Watercolor,White,3.69,138,168,1881,51305.2,0,1,Online Gallery
1698,Andy Warhol,14,1318558,Impressionism,Acrylic,White,3.69,90,179,2007,51305.2,0,1,Online Gallery
1699,Pablo Picasso,29,1744266,Modern,Digital,Black,3.69,158,133,1919,51305.2,1,1,Online Gallery
1700,Johannes Vermeer,35,1680074,Modern,Digital,Red,3.69,118,119,1921,51305.2,1,1,Instagram
1701,Edvard Munch,7,4040300,Cubism,Acrylic,White,3.69,107,79,1974,51305.2,1,1,Online Gallery
1702,Paul Cézanne,6,2925578,Surrealism,Watercolor,Green,3.69,99,130,2008,51305.2,1,0,Instagram
1703,Andy Warhol,29,1800811,Cubism,Digital,Blue,3.69,166,197,1895,51305.2,0,0,Instagram
1704,Claude Monet,10,2132536,Impressionism,Ink,Yellow,3.69,141,95,1984,51305.2,1,1,Instagram
1705,Henri Matisse,30,4506826,Modern,Digital,Yellow,3.69,158,176,1916,51305.2,1,1,Online Gallery
1706,Georgia O'Keeffe,12,1423038,Abstract,Watercolor,Blue,3.69,181,145,2013,51305.2,1,1,Instagram
1707,Claude Monet,39,4625163,Modern,Digital,Black,3.69,89,45,1993,51305.2,0,1,Online Gallery
1708,Paul Cézanne,31,3189705,Impressionism,Digital,White,3.69,196,161,1974,51305.2,1,0,Online Gallery
1709,Johannes Vermeer,29,41417,Realism,Oil,Blue,3.69,47,78,1919,51305.2,0,0,Art Marketplace
1710,Paul Cézanne,22,4326694,Cubism,Digital,Black,3.69,134,67,1933,51305.2,0,0,Instagram
1711,Edvard Munch,5,2542262,Surrealism,Acrylic,Yellow,3.69,121,164,1925,51305.2,0,0,Online Gallery
1712,Pablo Picasso,43,2682482,Surrealism,Acrylic,Blue,3.69,81,43,1998,51305.2,1,0,Online Gallery
1713,Edvard Munch,7,2427549,Cubism,Ink,White,3.69,31,114,1920,51305.2,0,1,Instagram
1714,Edvard Munch,8,1233489,Cubism,Digital,Red,3.69,130,63,1977,51305.2,0,0,Instagram
1715,Paul Cézanne,45,4514171,Impressionism,Ink,Green,3.69,193,178,1946,51305.2,1,1,Art Marketplace
1716,Johannes Vermeer,41,3842522,Modern,Watercolor,Green,3.69,77,156,2005,51305.2,1,1,Online Gallery
1717,Georgia O'Keeffe,19,4900789,Abstract,Watercolor,Green,3.69,146,193,1902,51305.2,0,1,Art Marketplace
1718,Claude Monet,12,3488321,Modern,Oil,Blue,3.69,117,92,1940,51305.2,0,0,Instagram
1719,Vincent van Gogh,42,2831614,Modern,Oil,White,3.69,64,71,1896,51305.2,1,1,Instagram
1720,Pablo Picasso,23,1134717,Abstract,Digital,Black,3.69,110,100,1882,51305.2,1,1,Online Gallery
1721,Paul Cézanne,30,3675573,Surrealism,Digital,White,3.69,123,114,1957,51305.2,0,0,Art Marketplace
1722,Claude Monet,43,899208,Modern,Ink,White,3.69,144,167,1909,51305.2,1,1,Art Marketplace
1723,Gustav Klimt,14,4245956,Realism,Ink,Yellow,3.69,101,50,1900,51305.2,0,1,Art Marketplace
1724,Vincent van Gogh,42,2070512,Realism,Digital,Green,3.69,199,142,2023,51305.2,0,0,Art Marketplace
1725,Vincent van Gogh,18,4315352,Impressionism,Digital,Blue,3.69,109,92,1941,51305.2,0,1,Instagram
1726,Frida Kahlo,45,4260245,Impressionism,Oil,Green,3.69,67,118,1939,51305.2,1,0,Instagram
1727,Jackson Pollock,23,1390548,Abstract,Oil,White,3.69,183,106,1994,51305.2,0,0,Online Gallery
1728,Pablo Picasso,34,2448841,Abstract,Oil,Black,3.69,60,156,2016,51305.2,1,1,Instagram
1729,Vincent van Gogh,9,4572071,Impressionism,Digital,Red,3.69,37,148,1945,51305.2,1,0,Instagram
1730,Paul Cézanne,35,4592577,Cubism,Ink,Red,3.69,64,79,1985,51305.2,0,0,Online Gallery
1731,Frida Kahlo,11,4061167,Modern,Acrylic,White,3.69,63,56,1946,51305.2,0,0,Instagram
1732,Claude Monet,23,1829472,Cubism,Acrylic,Yellow,3.69,167,165,1894,51305.2,1,0,Online Gallery
1733,Gustav Klimt,35,2428874,Surrealism,Ink,Red,3.69,197,187,1891,51305.2,0,1,Instagram
1734,Leonardo da Vinci,43,789118,Realism,Ink,Red,3.69,137,152,1898,51305.2,0,1,Instagram
1735,Pablo Picasso,28,3008780,Abstract,Ink,Blue,3.69,81,59,1893,51305.2,0,0,Art Marketplace
1736,Georgia O'Keeffe,38,3604413,Impressionism,Oil,Blue,3.69,169,47,2022,51305.2,1,0,Online Gallery
1737,Edvard Munch,27,4654761,Realism,Watercolor,Yellow,3.69,134,52,1966,51305.2,0,0,Art Marketplace
1738,Andy Warhol,49,4823671,Cubism,Digital,White,3.69,184,67,1890,51305.2,0,0,Art Marketplace
1739,Andy Warhol,44,784558,Abstract,Oil,Yellow,3.69,176,134,1942,51305.2,1,1,Art Marketplace
1740,Claude Monet,10,4416503,Abstract,Acrylic,White,3.69,86,59,1922,51305.2,0,1,Art Marketplace
1741,Johannes Vermeer,42,692843,Modern,Digital,Blue,3.69,83,148,2008,51305.2,1,0,Art Marketplace
1742,Michelangelo,45,1346915,Abstract,Ink,Red,3.69,44,59,2011,51305.2,0,1,Online Gallery
1743,Michelangelo,40,4978872,Surrealism,Acrylic,White,3.69,139,103,1964,51305.2,1,0,Art Marketplace
1744,Claude Monet,31,763049,Abstract,Ink,Black,3.69,194,100,1904,51305.2,1,1,Online Gallery
1745,Paul Cézanne,15,4353111,Surrealism,Ink,Red,3.69,175,196,1963,51305.2,0,1,Art Marketplace
1746,Vincent van Gogh,9,2337433,Cubism,Ink,Red,3.69,73,46,1953,51305.2,0,0,Instagram
1747,Jackson Pollock,21,2090445,Modern,Digital,Black,3.69,120,98,1932,51305.2,0,0,Instagram
1748,Pablo Picasso,11,4564217,Surrealism,Acrylic,Yellow,3.69,131,135,2010,51305.2,1,1,Instagram
1749,Andy Warhol,31,962217,Cubism,Acrylic,Blue,3.69,157,108,1892,51305.2,0,1,Instagram
1750,Andy Warhol,19,3930864,Realism,Ink,Yellow,3.69,113,170,1914,51305.2,0,1,Online Gallery
1751,Jackson Pollock,17,1350790,Abstract,Oil,Yellow,3.69,178,36,1909,51305.2,1,0,Art Marketplace
1752,Johannes Vermeer,15,2524128,Impressionism,Watercolor,Yellow,3.69,58,97,1919,51305.2,1,1,Online Gallery
1753,Vincent van Gogh,49,534254,Impressionism,Oil,Blue,3.69,136,89,1989,51305.2,0,0,Online Gallery
1754,Andy Warhol,30,2869263,Surrealism,Digital,Yellow,3.69,44,134,1909,51305.2,0,1,Online Gallery
1755,Edvard Munch,26,1399682,Modern,Watercolor,Yellow,3.69,115,64,1967,51305.2,0,1,Art Marketplace
1756,Georgia O'Keeffe,32,608986,Surrealism,Oil,Green,3.69,116,58,1969,51305.2,1,1,Instagram
1757,Pablo Picasso,28,2342427,Cubism,Acrylic,Red,3.69,97,129,1944,51305.2,1,0,Instagram
1758,Rembrandt,33,1056574,Cubism,Oil,Green,3.69,117,148,1976,51305.2,0,1,Online Gallery
1759,Andy Warhol,13,3273387,Surrealism,Ink,Blue,3.69,93,63,1951,51305.2,0,0,Instagram
1760,Claude Monet,46,902465,Surrealism,Digital,White,3.69,43,165,1891,51305.2,1,0,Instagram
1761,Georgia O'Keeffe,8,1041325,Realism,Oil,White,3.69,194,33,2015,51305.2,1,1,Art Marketplace
1762,Andy Warhol,22,170720,Cubism,Oil,Black,3.69,83,95,1957,51305.2,0,0,Online Gallery
1763,Henri Matisse,47,869465,Realism,Watercolor,White,3.69,88,123,1897,51305.2,1,0,Online Gallery
1764,Gustav Klimt,20,1716463,Surrealism,Ink,Black,3.69,157,86,1983,51305.2,0,1,Online Gallery
1765,Edvard Munch,37,1712008,Modern,Watercolor,White,3.69,84,122,1944,51305.2,1,1,Online Gallery
1766,Georgia O'Keeffe,33,410234,Abstract,Digital,Green,3.69,68,161,2017,51305.2,0,1,Instagram
1767,Frida Kahlo,43,2106628,Cubism,Digital,Green,3.69,106,114,1916,51305.2,1,1,Instagram
1768,Rembrandt,14,3129027,Impressionism,Ink,Green,3.69,176,177,1908,51305.2,1,1,Instagram
1769,Gustav Klimt,13,2722208,Realism,Watercolor,Red,3.69,193,142,1983,51305.2,0,1,Online Gallery
1770,Salvador Dalí,35,3908881,Cubism,Ink,Blue,3.69,73,126,2001,51305.2,0,1,Art Marketplace
1771,Claude Monet,32,4416787,Abstract,Watercolor,White,3.69,75,84,1923,51305.2,1,0,Instagram
1772,Claude Monet,7,807651,Realism,Acrylic,White,3.69,126,35,1897,51305.2,0,1,Online Gallery
1773,Pablo Picasso,18,4672423,Cubism,Ink,White,3.69,197,58,1958,51305.2,0,1,Online Gallery
1774,Jackson Pollock,29,3569064,Realism,Digital,Yellow,3.69,109,109,1988,51305.2,0,0,Online Gallery
1775,Gustav Klimt,19,798287,Realism,Watercolor,Green,3.69,176,129,1899,51305.2,0,0,Instagram
1776,Georgia O'Keeffe,6,1503345,Surrealism,Acrylic,Red,3.69,73,162,1913,51305.2,0,0,Online Gallery
1777,Vincent van Gogh,28,2564001,Surrealism,Digital,Black,3.69,123,194,1952,51305.2,1,0,Art Marketplace
1778,Claude Monet,18,1229233,Realism,Watercolor,Black,3.69,177,166,1977,51305.2,1,0,Instagram
1779,Johannes Vermeer,11,2758596,Realism,Acrylic,Black,3.69,73,66,1999,51305.2,0,1,Instagram
1780,Georgia O'Keeffe,40,3249584,Impressionism,Digital,Green,3.69,140,196,1906,51305.2,1,0,Online Gallery
1781,Paul Cézanne,28,4352320,Abstract,Digital,Black,3.69,36,92,1897,51305.2,0,1,Instagram
1782,Johannes Vermeer,31,711757,Abstract,Acrylic,Black,3.69,71,69,1976,51305.2,1,1,Online Gallery
1783,Georgia O'Keeffe,41,3804838,Modern,Digital,Black,3.69,91,93,2022,51305.2,1,0,Online Gallery
1784,Paul Cézanne,42,4741662,Modern,Watercolor,Yellow,3.69,31,151,1926,51305.2,1,0,Online Gallery
1785,Henri Matisse,34,2872893,Modern,Watercolor,Black,3.69,106,160,1998,51305.2,0,1,Instagram
1786,Johannes Vermeer,31,2158842,Surrealism,Digital,Red,3.69,75,72,1915,51305.2,1,1,Online Gallery
1787,Leonardo da Vinci,43,750371,Surrealism,Oil,Green,3.69,67,154,1898,51305.2,0,0,Art Marketplace
1788,Leonardo da Vinci,19,590422,Impressionism,Acrylic,White,3.69,124,54,1978,51305.2,1,0,Online Gallery
1789,Salvador Dalí,30,4024915,Surrealism,Oil,Yellow,3.69,158,84,1924,51305.2,0,0,Online Gallery
1790,Frida Kahlo,5,2395785,Modern,Watercolor,Yellow,3.69,136,135,1982,51305.2,0,0,Instagram
1791,Salvador Dalí,8,4016179,Cubism,Digital,Green,3.69,170,65,1936,51305.2,1,1,Online Gallery
1792,Paul Cézanne,33,1232450,Realism,Ink,Black,3.69,89,137,1955,51305.2,0,1,Instagram
1793,Gustav Klimt,5,956077,Modern,Ink,White,3.69,84,132,1998,51305.2,1,1,Instagram
1794,Andy Warhol,47,2529056,Impressionism,Oil,White,3.69,136,48,1895,51305.2,1,0,Instagram
1795,Johannes Vermeer,26,4835058,Realism,Oil,Black,3.69,60,173,1951,51305.2,1,1,Art Marketplace
1796,Vincent van Gogh,15,4317596,Surrealism,Oil,Blue,3.69,126,123,1934,51305.2,0,1,Art Marketplace
1797,Andy Warhol,14,241424,Realism,Watercolor,Black,3.69,171,128,2019,51305.2,0,1,Art Marketplace
1798,Michelangelo,21,51475,Cubism,Watercolor,White,3.69,115,159,2023,51305.2,0,1,Art Marketplace
1799,Andy Warhol,40,1004044,Impressionism,Digital,Red,3.69,162,157,1934,51305.2,0,0,Instagram
1800,Pablo Picasso,30,2112424,Surrealism,Watercolor,Black,3.69,148,88,1926,51305.2,0,1,Art Marketplace
1801,Andy Warhol,25,3958231,Abstract,Digital,Green,3.69,194,77,1952,51305.2,1,1,Instagram
1802,Salvador Dalí,17,4307948,Modern,Digital,Black,3.69,125,155,1906,51305.2,1,1,Art Marketplace
1803,Claude Monet,13,4405612,Cubism,Oil,Green,3.69,32,32,1990,51305.2,1,0,Art Marketplace
1804,Johannes Vermeer,15,2340109,Cubism,Ink,Yellow,3.69,168,183,1978,51305.2,0,1,Art Marketplace
1805,Edvard Munch,15,4125116,Modern,Oil,Blue,3.69,71,121,2018,51305.2,1,1,Online Gallery
1806,Claude Monet,10,4621145,Impressionism,Watercolor,Yellow,3.69,195,171,1974,51305.2,1,0,Online Gallery
1807,Leonardo da Vinci,5,3703847,Impressionism,Acrylic,Green,3.69,181,144,2022,51305.2,1,0,Online Gallery
1808,Edvard Munch,10,385457,Cubism,Watercolor,Blue,3.69,166,181,2000,51305.2,0,1,Instagram
1809,Jackson Pollock,17,2917951,Modern,Ink,Yellow,3.69,170,192,1970,51305.2,0,0,Art Marketplace
1810,Vincent van Gogh,26,2803325,Realism,Watercolor,Black,3.69,115,145,1912,51305.2,0,1,Online Gallery
1811,Vincent van Gogh,35,1547666,Abstract,Ink,White,3.69,175,35,1979,51305.2,0,0,Instagram
1812,Pablo Picasso,26,4743713,Abstract,Acrylic,White,3.69,39,65,1901,51305.2,0,1,Online Gallery
1813,Gustav Klimt,41,3448419,Impressionism,Acrylic,Black,3.69,169,58,1944,51305.2,0,1,Instagram
1814,Salvador Dalí,31,2427938,Impressionism,Digital,Blue,3.69,76,170,1937,51305.2,0,0,Instagram
1815,Leonardo da Vinci,18,2774690,Realism,Watercolor,Yellow,3.69,112,165,1906,51305.2,0,0,Online Gallery
1816,Henri Matisse,9,72258,Impressionism,Digital,Red,3.69,146,172,1995,51305.2,1,1,Instagram
1817,Michelangelo,40,2283274,Abstract,Oil,Red,3.69,39,62,2019,51305.2,1,0,Online Gallery
1818,Gustav Klimt,36,2167790,Modern,Oil,Red,3.69,158,118,1951,51305.2,0,1,Art Marketplace
1819,Vincent van Gogh,38,4030131,Cubism,Oil,Yellow,3.69,100,173,1912,51305.2,1,1,Art Marketplace
1820,Claude Monet,11,1836004,Abstract,Oil,White,3.69,148,114,1993,51305.2,1,1,Instagram
1821,Andy Warhol,46,4962607,Realism,Oil,Yellow,3.69,148,130,2016,51305.2,1,1,Online Gallery
1822,Andy Warhol,14,1917768,Modern,Watercolor,Yellow,3.69,168,110,1905,51305.2,1,0,Art Marketplace
1823,Jackson Pollock,21,809350,Modern,Digital,Green,3.69,156,191,1934,51305.2,1,1,Instagram
1824,Leonardo da Vinci,34,4868341,Cubism,Digital,White,3.69,33,63,1990,51305.2,1,0,Art Marketplace
1825,Salvador Dalí,25,3964945,Abstract,Ink,Red,3.69,115,156,2016,51305.2,1,1,Online Gallery
1826,Salvador Dalí,17,1458447,Modern,Oil,Red,3.69,39,134,2014,51305.2,1,0,Instagram
1827,Frida Kahlo,5,2438954,Modern,Acrylic,Red,3.69,162,51,1936,51305.2,1,0,Instagram
1828,Johannes Vermeer,5,51371,Impressionism,Ink,White,3.69,153,80,1998,51305.2,1,0,Instagram
1829,Paul Cézanne,37,554175,Modern,Ink,Green,3.69,105,33,1952,51305.2,0,1,Instagram
1830,Rembrandt,42,543147,Realism,Watercolor,Green,3.69,187,196,1957,51305.2,0,1,Instagram
1831,Vincent van Gogh,29,3461211,Modern,Ink,Yellow,3.69,86,30,1930,51305.2,1,1,Art Marketplace
1832,Salvador Dalí,30,4683588,Impressionism,Acrylic,White,3.69,190,198,1926,51305.2,1,1,Instagram
1833,Jackson Pollock,17,502981,Surrealism,Digital,White,3.69,194,46,1991,51305.2,0,0,Art Marketplace
1834,Claude Monet,32,4695676,Surrealism,Ink,Red,3.69,111,37,1963,51305.2,0,1,Art Marketplace
1835,Leonardo da Vinci,37,872414,Realism,Watercolor,Red,3.69,52,96,1935,51305.2,0,1,Instagram
1836,Michelangelo,41,813344,Cubism,Oil,White,3.69,99,122,1910,51305.2,0,1,Instagram
1837,Frida Kahlo,45,649927,Cubism,Acrylic,Black,3.69,36,147,1947,51305.2,0,1,Online Gallery
1838,Jackson Pollock,34,171587,Realism,Oil,White,3.69,48,115,1994,51305.2,0,0,Online Gallery
1839,Georgia O'Keeffe,12,1785446,Modern,Ink,Black,3.69,172,95,1939,51305.2,0,0,Online Gallery
1840,Pablo Picasso,5,179847,Modern,Digital,Black,3.69,146,31,1913,51305.2,1,0,Art Marketplace
1841,Michelangelo,16,369211,Surrealism,Watercolor,Green,3.69,115,46,1880,51305.2,0,1,Online Gallery
1842,Paul Cézanne,9,3665983,Surrealism,Acrylic,Yellow,3.69,189,102,1920,51305.2,1,1,Art Marketplace
1843,Georgia O'Keeffe,28,3674694,Abstract,Digital,Blue,3.69,108,190,1983,51305.2,0,1,Art Marketplace
1844,Henri Matisse,10,3425099,Surrealism,Acrylic,Red,3.69,88,137,1914,51305.2,1,1,Art Marketplace
1845,Paul Cézanne,29,1459823,Surrealism,Watercolor,Black,3.69,99,136,1961,51305.2,0,0,Instagram
1846,Andy Warhol,5,244891,Realism,Watercolor,Red,3.69,35,163,1902,51305.2,1,0,Art Marketplace
1847,Johannes Vermeer,29,4834440,Abstract,Ink,Red,3.69,105,130,1920,51305.2,1,0,Online Gallery
1848,Johannes Vermeer,5,1383284,Cubism,Acrylic,Red,3.69,161,74,1901,51305.2,1,1,Online Gallery
1849,Pablo Picasso,36,650209,Abstract,Ink,White,3.69,148,30,1919,51305.2,1,0,Online Gallery
1850,Vincent van Gogh,46,3535486,Modern,Acrylic,Yellow,3.69,99,109,2009,51305.2,0,1,Online Gallery
1851,Claude Monet,46,1202961,Modern,Acrylic,Red,3.69,144,80,1921,51305.2,0,0,Art Marketplace
1852,Pablo Picasso,7,2439482,Abstract,Oil,Yellow,3.69,130,168,1962,51305.2,0,0,Online Gallery
1853,Paul Cézanne,23,1346084,Abstract,Ink,Blue,3.69,171,51,1889,51305.2,0,1,Art Marketplace
1854,Rembrandt,47,1465153,Modern,Acrylic,Blue,3.69,140,191,1963,51305.2,1,0,Instagram
1855,Georgia O'Keeffe,33,2694389,Realism,Acrylic,Green,3.69,112,158,2013,51305.2,0,1,Online Gallery
1856,Vincent van Gogh,6,1159906,Realism,Watercolor,Red,3.69,36,106,2002,51305.2,0,0,Art Marketplace
1857,Edvard Munch,13,1477862,Realism,Oil,Black,3.69,90,78,1924,51305.2,0,1,Art Marketplace
1858,Rembrandt,21,1157298,Realism,Watercolor,Green,3.69,137,139,2004,51305.2,1,0,Art Marketplace
1859,Andy Warhol,40,1150318,Modern,Ink,White,3.69,101,78,2023,51305.2,0,1,Online Gallery
1860,Rembrandt,21,648913,Impressionism,Ink,Green,3.69,185,199,1982,51305.2,0,0,Online Gallery
1861,Frida Kahlo,16,4078184,Surrealism,Acrylic,Blue,3.69,128,121,1983,51305.2,0,0,Online Gallery
1862,Frida Kahlo,24,4628885,Surrealism,Digital,Black,3.69,82,42,1919,51305.2,0,0,Art Marketplace
1863,Henri Matisse,7,2954740,Surrealism,Watercolor,Red,3.69,112,123,2023,51305.2,0,1,Art Marketplace
1864,Paul Cézanne,47,4320536,Surrealism,Ink,Red,3.69,57,171,1983,51305.2,0,1,Instagram
1865,Leonardo da Vinci,8,4942410,Modern,Acrylic,Blue,3.69,75,193,1958,51305.2,0,1,Art Marketplace
1866,Michelangelo,21,1709910,Impressionism,Acrylic,White,3.69,152,98,2007,51305.2,1,0,Art Marketplace
1867,Michelangelo,41,804111,Modern,Watercolor,Yellow,3.69,184,75,1983,51305.2,0,0,Instagram
1868,Edvard Munch,46,1246439,Impressionism,Acrylic,Blue,3.69,196,44,2020,51305.2,1,0,Online Gallery
1869,Edvard Munch,19,2129581,Modern,Oil,Black,3.69,113,116,1929,51305.2,1,0,Art Marketplace
1870,Vincent van Gogh,37,285217,Abstract,Digital,Yellow,3.69,56,165,2014,51305.2,1,1,Instagram
1871,Andy Warhol,20,599495,Impressionism,Watercolor,Black,3.69,64,151,1884,51305.2,1,1,Art Marketplace
1872,Salvador Dalí,15,4966567,Surrealism,Watercolor,Red,3.69,76,40,1883,51305.2,1,1,Instagram
1873,Henri Matisse,24,1557906,Impressionism,Watercolor,Yellow,3.69,81,180,1886,51305.2,1,0,Online Gallery
1874,Frida Kahlo,42,2963037,Cubism,Acrylic,Black,3.69,98,139,1916,51305.2,1,1,Art Marketplace
1875,Vincent van Gogh,28,1428249,Realism,Acrylic,Red,3.69,70,134,1992,51305.2,0,1,Instagram
1876,Johannes Vermeer,20,3280957,Impressionism,Watercolor,Black,3.69,79,184,1954,51305.2,1,1,Online Gallery
1877,Salvador Dalí,34,4450732,Cubism,Watercolor,Yellow,3.69,74,60,1929,51305.2,1,0,Instagram
1878,Michelangelo,38,2747353,Realism,Oil,Red,3.69,49,133,1948,51305.2,1,1,Instagram
1879,Leonardo da Vinci,5,2622867,Cubism,Ink,Black,3.69,149,95,1998,51305.2,1,0,Art Marketplace
1880,Rembrandt,28,2245515,Realism,Oil,Green,3.69,65,137,1968,51305.2,1,0,Online Gallery
1881,Frida Kahlo,28,817586,Abstract,Watercolor,Yellow,3.69,120,141,1909,51305.2,0,0,Art Marketplace
1882,Vincent van Gogh,13,3932962,Impressionism,Acrylic,Yellow,3.69,99,90,1946,51305.2,0,1,Online Gallery
1883,Pablo Picasso,26,3350541,Cubism,Acrylic,Yellow,3.69,181,37,1940,51305.2,0,1,Art Marketplace
1884,Salvador Dalí,16,4432724,Abstract,Watercolor,White,3.69,193,94,1923,51305.2,0,0,Online Gallery
1885,Rembrandt,21,3246558,Surrealism,Ink,Red,3.69,162,182,1935,51305.2,1,0,Instagram
1886,Frida Kahlo,29,2400497,Impressionism,Digital,Yellow,3.69,177,46,1958,51305.2,0,1,Online Gallery
1887,Michelangelo,32,2534847,Modern,Digital,Black,3.69,134,187,1957,51305.2,0,1,Instagram
1888,Jackson Pollock,19,4413173,Modern,Oil,Green,3.69,197,181,1919,51305.2,0,0,Instagram
1889,Andy Warhol,34,4118475,Modern,Ink,Black,3.69,127,144,1929,51305.2,1,1,Art Marketplace
1890,Salvador Dalí,31,466811,Cubism,Digital,Black,3.69,132,81,2017,51305.2,1,0,Online Gallery
1891,Michelangelo,26,2789246,Cubism,Ink,Yellow,3.69,153,92,1896,51305.2,0,0,Art Marketplace
1892,Frida Kahlo,14,4943591,Realism,Acrylic,Green,3.69,103,90,1894,51305.2,0,1,Online Gallery
1893,Salvador Dalí,35,4299282,Modern,Acrylic,Green,3.69,192,106,1972,51305.2,0,0,Online Gallery
1894,Henri Matisse,31,1096144,Surrealism,Ink,Green,3.69,93,148,1930,51305.2,1,0,Art Marketplace
1895,Rembrandt,16,3465076,Cubism,Watercolor,Green,3.69,194,119,2000,51305.2,0,0,Online Gallery
