artwork_id,upload_date,views,likes,comments,shares,saves,avg_view_time_sec,featured_flag,ad_promoted,days_since_upload,return_visitors_pct,engagement_score,sold_flag,sale_days_after_upload
3242,2020-05-15 01:00:00,175884,271268,15420,54004,18433,239.75,1,1,247,34.31,15.87,0,209
3243,2020-05-15 02:00:00,439492,280550,1520,36301,75069,239.75,0,0,537,34.31,15.87,0,69
3244,2020-05-15 03:00:00,448638,79899,2588,40981,4230,239.75,0,1,586,34.31,15.87,0,180
3245,2020-05-15 04:00:00,405096,11774,19518,23872,148475,239.75,0,0,147,34.31,15.87,0,119
3246,2020-05-15 05:00:00,448391,232669,488,39741,120234,239.75,0,0,305,34.31,15.87,1,147
3247,2020-05-15 06:00:00,193687,16934,24079,35379,134832,239.75,0,0,210,34.31,15.87,0,152
3248,2020-05-15 07:00:00,468272,37928,6313,36438,7259,239.75,0,1,206,34.31,15.87,0,173
3249,2020-05-15 08:00:00,302873,83297,23492,8729,117885,239.75,0,0,43,34.31,15.87,1,73
3250,2020-05-15 09:00:00,47225,142940,286,58452,77208,239.75,0,0,34,34.31,15.87,0,6
3251,2020-05-15 10:00:00,132060,274184,11362,56900,136895,239.75,0,0,55,34.31,15.87,1,65
3252,2020-05-15 11:00:00,494175,298979,7562,46085,74605,239.75,0,0,590,34.31,15.87,0,25
3253,2020-05-15 12:00:00,127926,78176,2177,5995,104533,239.75,1,0,274,34.31,15.87,1,202
3254,2020-05-15 13:00:00,145264,84681,11604,20665,8344,239.75,0,1,468,34.31,15.87,0,177
3255,2020-05-15 14:00:00,328608,249747,13254,8867,130944,239.75,0,1,557,34.31,15.87,0,46
3256,2020-05-15 15:00:00,57197,25409,19405,34349,98912,239.75,0,0,88,34.31,15.87,1,234
3257,2020-05-15 16:00:00,286734,9623,29665,39572,95373,239.75,0,0,138,34.31,15.87,0,92
3258,2020-05-15 17:00:00,32310,76573,9762,1206,124852,239.75,1,1,89,34.31,15.87,0,230
3259,2020-05-15 18:00:00,97405,97916,12477,13098,77563,239.75,1,0,452,34.31,15.87,0,214
3260,2020-05-15 19:00:00,100713,78014,4804,6050,75830,239.75,1,0,383,34.31,15.87,0,4
3261,2020-05-15 20:00:00,57453,164769,10802,30989,59543,239.75,1,0,151,34.31,15.87,0,131
3262,2020-05-15 21:00:00,260349,79895,23675,11032,98443,239.75,0,0,571,34.31,15.87,0,119
3263,2020-05-15 22:00:00,130417,73806,27771,5584,95756,239.75,0,0,35,34.31,15.87,0,98
3264,2020-05-15 23:00:00,476714,76018,23759,43246,100118,239.75,0,0,140,34.31,15.87,0,113
3265,2020-05-16 00:00:00,324626,137254,2768,50598,147361,239.75,0,0,517,34.31,15.87,1,157
3266,2020-05-16 01:00:00,415353,190880,17520,54210,86623,239.75,0,0,56,34.31,15.87,0,97
3267,2020-05-16 02:00:00,168843,19665,7560,11494,87226,239.75,0,0,341,34.31,15.87,1,85
3268,2020-05-16 03:00:00,480985,228162,3038,43849,116091,239.75,0,0,558,34.31,15.87,1,209
3269,2020-05-16 04:00:00,484835,240015,5687,19013,126260,239.75,0,0,507,34.31,15.87,0,46
3270,2020-05-16 05:00:00,254786,236074,29812,692,58507,239.75,0,0,142,34.31,15.87,0,188
3271,2020-05-16 06:00:00,183362,174306,10216,25227,43878,239.75,0,1,144,34.31,15.87,0,126
3272,2020-05-16 07:00:00,358902,42748,2037,30520,46013,239.75,0,0,373,34.31,15.87,0,65
3273,2020-05-16 08:00:00,183829,274748,1658,48612,12287,239.75,0,0,231,34.31,15.87,1,94
3274,2020-05-16 09:00:00,276002,158373,673,42715,8134,239.75,0,0,56,34.31,15.87,1,79
3275,2020-05-16 10:00:00,342022,72869,17280,9891,149938,239.75,0,1,481,34.31,15.87,1,158
3276,2020-05-16 11:00:00,143121,103149,26789,10816,3547,239.75,0,0,591,34.31,15.87,0,234
3277,2020-05-16 12:00:00,27285,140181,19472,35774,42033,239.75,0,1,36,34.31,15.87,1,51
3278,2020-05-16 13:00:00,453543,286036,9079,59045,52663,239.75,1,1,170,34.31,15.87,1,70
3279,2020-05-16 14:00:00,73137,108457,28047,40222,116798,239.75,0,0,282,34.31,15.87,0,196
3280,2020-05-16 15:00:00,416840,139758,353,52850,66665,239.75,0,1,280,34.31,15.87,0,49
3281,2020-05-16 16:00:00,163638,297940,2607,56848,68735,239.75,0,0,137,34.31,15.87,0,214
3282,2020-05-16 17:00:00,242756,29953,8048,41173,113121,239.75,0,0,521,34.31,15.87,1,88
3283,2020-05-16 18:00:00,314005,226445,16454,5793,15080,239.75,1,1,341,34.31,15.87,0,17
3284,2020-05-16 19:00:00,372443,198791,12793,31713,932,239.75,0,0,420,34.31,15.87,1,48
3285,2020-05-16 20:00:00,133482,103824,25768,51374,52437,239.75,1,0,46,34.31,15.87,0,139
3286,2020-05-16 21:00:00,276835,13636,27005,563,47307,239.75,0,0,595,34.31,15.87,0,85
3287,2020-05-16 22:00:00,16682,160098,13099,37034,53721,239.75,0,0,495,34.31,15.87,1,151
3288,2020-05-16 23:00:00,399957,166299,4442,43036,147620,239.75,1,0,244,34.31,15.87,1,106
3289,2020-05-17 00:00:00,289478,208169,12686,7573,59258,239.75,1,0,228,34.31,15.87,0,100
3290,2020-05-17 01:00:00,154223,45194,14439,1506,65882,239.75,0,0,378,34.31,15.87,1,45
3291,2020-05-17 02:00:00,155252,105254,6460,28397,73114,239.75,1,0,175,34.31,15.87,0,113
3292,2020-05-17 03:00:00,350010,271001,24241,44795,118428,239.75,0,0,137,34.31,15.87,0,140
3293,2020-05-17 04:00:00,372142,77582,9429,29605,111198,239.75,0,0,201,34.31,15.87,1,147
3294,2020-05-17 05:00:00,136137,220499,25011,19321,46966,239.75,0,0,442,34.31,15.87,1,198
3295,2020-05-17 06:00:00,217236,86468,18269,50383,4828,239.75,0,1,107,34.31,15.87,1,91
3296,2020-05-17 07:00:00,39960,42837,10675,16350,17094,239.75,0,0,78,34.31,15.87,0,229
3297,2020-05-17 08:00:00,482341,57520,21369,43426,28728,239.75,0,0,461,34.31,15.87,1,70
3298,2020-05-17 09:00:00,433977,109423,10403,49974,136721,239.75,1,0,366,34.31,15.87,0,76
3299,2020-05-17 10:00:00,289270,5384,5408,47561,145419,239.75,0,0,486,34.31,15.87,0,207
3300,2020-05-17 11:00:00,197605,44778,29740,7595,85954,239.75,0,1,495,34.31,15.87,0,233
3301,2020-05-17 12:00:00,333462,26087,26184,3589,105415,239.75,0,0,423,34.31,15.87,1,25
3302,2020-05-17 13:00:00,466563,70202,13824,32530,13321,239.75,0,0,481,34.31,15.87,0,95
3303,2020-05-17 14:00:00,198434,13065,11775,47371,147042,239.75,0,0,220,34.31,15.87,0,134
3304,2020-05-17 15:00:00,68301,257278,23929,58784,29322,239.75,0,1,152,34.31,15.87,0,36
3305,2020-05-17 16:00:00,143382,99776,17733,52953,99407,239.75,1,0,2,34.31,15.87,0,66
3306,2020-05-17 17:00:00,400819,289984,13653,44523,137085,239.75,1,0,352,34.31,15.87,0,204
3307,2020-05-17 18:00:00,253144,11528,4734,19287,64497,239.75,0,1,340,34.31,15.87,1,181
3308,2020-05-17 19:00:00,23643,62493,21934,48441,94372,239.75,0,1,77,34.31,15.87,1,116
3309,2020-05-17 20:00:00,203548,237646,24383,11806,81690,239.75,1,0,412,34.31,15.87,0,208
3310,2020-05-17 21:00:00,71518,255467,23441,19630,46239,239.75,0,0,519,34.31,15.87,0,50
3311,2020-05-17 22:00:00,369313,153603,8555,54081,81007,239.75,0,0,417,34.31,15.87,1,110
3312,2020-05-17 23:00:00,291448,43485,6497,59221,134599,239.75,1,0,514,34.31,15.87,0,182
3313,2020-05-18 00:00:00,146095,12347,14133,1270,74495,239.75,0,0,562,34.31,15.87,1,153
3314,2020-05-18 01:00:00,361385,151104,26426,9855,55798,239.75,1,0,494,34.31,15.87,0,163
3315,2020-05-18 02:00:00,449061,3437,1315,6609,130636,239.75,0,0,421,34.31,15.87,0,2
3316,2020-05-18 03:00:00,189957,198006,921,15123,129483,239.75,0,0,575,34.31,15.87,0,12
3317,2020-05-18 04:00:00,2724,188554,13814,12776,142565,239.75,0,0,8,34.31,15.87,1,140
3318,2020-05-18 05:00:00,131484,177427,21036,41937,64337,239.75,1,0,292,34.31,15.87,1,184
3319,2020-05-18 06:00:00,176395,193370,21444,38812,82306,239.75,0,0,2,34.31,15.87,0,65
3320,2020-05-18 07:00:00,254097,155977,13725,14323,25092,239.75,1,1,178,34.31,15.87,1,90
3321,2020-05-18 08:00:00,286210,93098,17484,16880,58568,239.75,0,0,566,34.31,15.87,1,61
3322,2020-05-18 09:00:00,168133,143419,11808,17688,90372,239.75,0,0,12,34.31,15.87,0,13
3323,2020-05-18 10:00:00,286851,42169,18198,29130,86694,239.75,1,0,51,34.31,15.87,0,163
3324,2020-05-18 11:00:00,142469,273267,13460,14819,73524,239.75,0,0,423,34.31,15.87,0,127
3325,2020-05-18 12:00:00,384718,92622,26449,3595,118578,239.75,0,1,511,34.31,15.87,0,174
3326,2020-05-18 13:00:00,104948,132372,23102,1031,67413,239.75,1,1,222,34.31,15.87,0,229
3327,2020-05-18 14:00:00,62190,287222,28101,59995,26846,239.75,1,0,262,34.31,15.87,0,36
3328,2020-05-18 15:00:00,383870,248886,13859,17342,76356,239.75,0,0,258,34.31,15.87,1,84
3329,2020-05-18 16:00:00,117914,225358,6820,40770,135327,239.75,0,0,424,34.31,15.87,0,90
3330,2020-05-18 17:00:00,149437,56561,9599,42976,79183,239.75,0,1,3,34.31,15.87,1,37
3331,2020-05-18 18:00:00,467580,52162,13056,2108,27962,239.75,0,0,587,34.31,15.87,0,133
3332,2020-05-18 19:00:00,455784,66307,6425,18279,133727,239.75,0,0,350,34.31,15.87,1,160
3333,2020-05-18 20:00:00,295066,70772,681,23370,114398,239.75,0,0,72,34.31,15.87,1,11
3334,2020-05-18 21:00:00,239492,142399,25511,49875,24655,239.75,0,0,531,34.31,15.87,0,93
3335,2020-05-18 22:00:00,477910,50885,18356,29917,115411,239.75,0,0,85,34.31,15.87,0,136
3336,2020-05-18 23:00:00,223894,243572,24565,1179,15119,239.75,0,0,392,34.31,15.87,0,54
3337,2020-05-19 00:00:00,42429,18208,3952,17267,55668,239.75,0,0,519,34.31,15.87,0,40
3338,2020-05-19 01:00:00,67047,272361,14320,2783,115976,239.75,0,0,121,34.31,15.87,0,141
3339,2020-05-19 02:00:00,424596,276928,16615,56974,90609,239.75,1,0,406,34.31,15.87,0,10
3340,2020-05-19 03:00:00,218690,68716,23117,59447,28916,239.75,1,1,204,34.31,15.87,0,178
3341,2020-05-19 04:00:00,162600,61954,5369,18895,110768,239.75,0,0,116,34.31,15.87,1,9
3342,2020-05-19 05:00:00,459955,254465,14200,25220,88606,239.75,0,0,112,34.31,15.87,1,237
3343,2020-05-19 06:00:00,65724,46238,16573,10173,89539,239.75,1,0,107,34.31,15.87,0,130
3344,2020-05-19 07:00:00,308156,295852,17364,26243,41748,239.75,1,0,109,34.31,15.87,0,19
3345,2020-05-19 08:00:00,290574,122074,20219,43907,121286,239.75,0,0,175,34.31,15.87,0,154
3346,2020-05-19 09:00:00,440457,219213,28143,28735,91772,239.75,1,0,425,34.31,15.87,0,161
3347,2020-05-19 10:00:00,270426,93677,7979,36237,41438,239.75,0,0,438,34.31,15.87,1,188
3348,2020-05-19 11:00:00,165021,13769,7678,21760,119764,239.75,0,0,304,34.31,15.87,0,194
3349,2020-05-19 12:00:00,445811,234826,28104,58440,13478,239.75,0,0,122,34.31,15.87,1,117
3350,2020-05-19 13:00:00,303016,179096,16547,20510,43390,239.75,0,0,418,34.31,15.87,1,85
3351,2020-05-19 14:00:00,263251,5087,7427,6781,146649,239.75,0,0,64,34.31,15.87,0,122
3352,2020-05-19 15:00:00,468059,244108,9876,19339,138337,239.75,0,0,561,34.31,15.87,0,42
3353,2020-05-19 16:00:00,389700,217434,15985,12423,119974,239.75,0,1,233,34.31,15.87,0,188
3354,2020-05-19 17:00:00,430388,59990,2036,22205,117548,239.75,0,0,25,34.31,15.87,0,17
3355,2020-05-19 18:00:00,115105,196333,27919,15842,42919,239.75,0,0,45,34.31,15.87,0,1
3356,2020-05-19 19:00:00,243938,143411,2088,22502,72450,239.75,0,0,338,34.31,15.87,0,200
3357,2020-05-19 20:00:00,346497,52415,1529,51350,51601,239.75,1,1,226,34.31,15.87,0,200
3358,2020-05-19 21:00:00,278802,49230,23919,12736,149411,239.75,0,0,147,34.31,15.87,0,124
3359,2020-05-19 22:00:00,446139,63026,12598,41293,111940,239.75,0,0,389,34.31,15.87,1,148
3360,2020-05-19 23:00:00,437120,29038,312,29369,86497,239.75,0,0,74,34.31,15.87,0,170
3361,2020-05-20 00:00:00,78456,206347,24257,52781,15030,239.75,0,1,217,34.31,15.87,1,51
3362,2020-05-20 01:00:00,482802,277278,25125,32230,45958,239.75,1,1,373,34.31,15.87,1,84
3363,2020-05-20 02:00:00,332047,201027,12215,34399,62381,239.75,1,0,381,34.31,15.87,0,102
3364,2020-05-20 03:00:00,169591,221344,9297,35556,99823,239.75,1,0,130,34.31,15.87,0,51
3365,2020-05-20 04:00:00,253027,22973,11428,33515,45991,239.75,1,0,249,34.31,15.87,1,114
3366,2020-05-20 05:00:00,14608,223923,21553,37083,104539,239.75,0,0,433,34.31,15.87,0,191
3367,2020-05-20 06:00:00,434781,290292,11748,52341,63799,239.75,0,1,203,34.31,15.87,0,40
3368,2020-05-20 07:00:00,233311,2644,12214,29757,58808,239.75,0,0,322,34.31,15.87,0,174
3369,2020-05-20 08:00:00,194366,167152,17626,46755,54644,239.75,0,0,494,34.31,15.87,0,86
3370,2020-05-20 09:00:00,133523,188146,16635,36192,36420,239.75,0,0,202,34.31,15.87,1,123
3371,2020-05-20 10:00:00,407786,12111,5824,52826,18003,239.75,0,0,71,34.31,15.87,0,200
3372,2020-05-20 11:00:00,202270,48878,5696,28128,78159,239.75,0,1,162,34.31,15.87,0,81
3373,2020-05-20 12:00:00,59777,50403,23083,29698,119785,239.75,0,1,518,34.31,15.87,1,41
3374,2020-05-20 13:00:00,471602,200501,18059,3859,67740,239.75,1,1,31,34.31,15.87,0,85
3375,2020-05-20 14:00:00,339190,266511,20580,41407,9860,239.75,0,1,575,34.31,15.87,1,75
3376,2020-05-20 15:00:00,42732,76772,27467,57841,64499,239.75,0,0,483,34.31,15.87,0,46
3377,2020-05-20 16:00:00,69050,86585,22836,41826,28067,239.75,0,1,271,34.31,15.87,1,37
3378,2020-05-20 17:00:00,24783,171301,17084,8100,96566,239.75,1,0,280,34.31,15.87,0,71
3379,2020-05-20 18:00:00,154593,18113,10764,36157,91566,239.75,1,0,309,34.31,15.87,0,66
3380,2020-05-20 19:00:00,446369,203544,19753,28685,59102,239.75,0,0,211,34.31,15.87,0,149
3381,2020-05-20 20:00:00,459220,243558,22701,30969,17715,239.75,0,0,538,34.31,15.87,1,170
3382,2020-05-20 21:00:00,427205,103955,20688,34762,143172,239.75,0,0,78,34.31,15.87,0,128
3383,2020-05-20 22:00:00,38352,260191,19960,5503,45788,239.75,1,0,444,34.31,15.87,0,166
3384,2020-05-20 23:00:00,225352,178930,11049,50344,136221,239.75,0,0,289,34.31,15.87,1,101
3385,2020-05-21 00:00:00,294293,81968,16527,45940,84645,239.75,0,0,91,34.31,15.87,1,224
3386,2020-05-21 01:00:00,460754,285857,7015,32193,92236,239.75,0,0,166,34.31,15.87,0,109
3387,2020-05-21 02:00:00,412831,103882,2813,9466,13536,239.75,1,0,383,34.31,15.87,0,123
3388,2020-05-21 03:00:00,43009,108161,27819,35958,67015,239.75,1,0,303,34.31,15.87,1,54
3389,2020-05-21 04:00:00,440325,181518,8300,54019,100261,239.75,1,0,199,34.31,15.87,1,180
3390,2020-05-21 05:00:00,486889,175201,24389,48380,58978,239.75,0,1,211,34.31,15.87,1,112
3391,2020-05-21 06:00:00,375712,126150,26511,24390,7699,239.75,0,1,429,34.31,15.87,0,103
3392,2020-05-21 07:00:00,262304,205898,29521,18970,45613,239.75,0,0,189,34.31,15.87,0,33
3393,2020-05-21 08:00:00,129369,125765,23061,51105,102417,239.75,0,0,26,34.31,15.87,0,123
3394,2020-05-21 09:00:00,216013,46261,9175,20548,4915,239.75,1,0,75,34.31,15.87,0,79
3395,2020-05-21 10:00:00,132748,164038,29140,32167,122477,239.75,0,0,428,34.31,15.87,0,160
3396,2020-05-21 11:00:00,189481,144250,18210,29405,73246,239.75,0,0,302,34.31,15.87,0,29
3397,2020-05-21 12:00:00,207989,59354,8296,47399,6517,239.75,0,0,455,34.31,15.87,1,158
3398,2020-05-21 13:00:00,135700,205589,15432,12776,18176,239.75,1,1,294,34.31,15.87,0,102
3399,2020-05-21 14:00:00,239903,11157,26928,41497,37509,239.75,1,0,331,34.31,15.87,0,207
3400,2020-05-21 15:00:00,439753,182326,8390,7368,149776,239.75,1,0,270,34.31,15.87,0,95
3401,2020-05-21 16:00:00,74014,9664,7412,17330,142459,239.75,0,1,330,34.31,15.87,1,196
3402,2020-05-21 17:00:00,328622,101845,28747,52514,44552,239.75,0,0,519,34.31,15.87,0,229
3403,2020-05-21 18:00:00,296563,212879,14399,25221,59255,239.75,1,0,78,34.31,15.87,1,174
3404,2020-05-21 19:00:00,293275,230055,18206,33724,26000,239.75,0,0,416,34.31,15.87,1,77
3405,2020-05-21 20:00:00,459592,81017,17536,3032,95424,239.75,0,0,389,34.31,15.87,0,188
3406,2020-05-21 21:00:00,484779,59150,15768,11242,7474,239.75,0,1,292,34.31,15.87,1,59
3407,2020-05-21 22:00:00,105333,239056,12518,40299,10309,239.75,0,0,295,34.31,15.87,0,31
3408,2020-05-21 23:00:00,391378,62770,11364,11209,28307,239.75,0,0,128,34.31,15.87,0,204
3409,2020-05-22 00:00:00,303865,101645,6803,14524,15953,239.75,0,0,406,34.31,15.87,0,200
3410,2020-05-22 01:00:00,494633,93517,1364,54674,4557,239.75,0,0,509,34.31,15.87,0,89
3411,2020-05-22 02:00:00,384953,253430,13655,11298,24862,239.75,0,1,394,34.31,15.87,0,195
3412,2020-05-22 03:00:00,450256,69035,6344,35430,98553,239.75,1,0,417,34.31,15.87,0,120
3413,2020-05-22 04:00:00,244618,188487,25327,59545,29938,239.75,1,0,53,34.31,15.87,0,145
3414,2020-05-22 05:00:00,178786,104167,4487,29676,78353,239.75,1,0,285,34.31,15.87,0,55
3415,2020-05-22 06:00:00,105005,269078,29503,7202,77670,239.75,1,0,559,34.31,15.87,1,137
3416,2020-05-22 07:00:00,280405,43423,2657,20274,62242,239.75,1,0,354,34.31,15.87,0,221
3417,2020-05-22 08:00:00,31960,93309,18405,40123,68226,239.75,1,0,312,34.31,15.87,0,124
3418,2020-05-22 09:00:00,123258,221594,17679,22002,47142,239.75,0,0,360,34.31,15.87,1,38
3419,2020-05-22 10:00:00,410726,275733,28918,9538,69945,239.75,0,1,32,34.31,15.87,1,51
3420,2020-05-22 11:00:00,153336,142722,15735,33412,123107,239.75,1,0,500,34.31,15.87,0,105
3421,2020-05-22 12:00:00,425705,292649,4790,53932,34280,239.75,0,0,167,34.31,15.87,0,130
3422,2020-05-22 13:00:00,298658,21473,17433,4667,132564,239.75,1,0,228,34.31,15.87,0,74
3423,2020-05-22 14:00:00,414445,43167,28352,2491,49207,239.75,0,0,314,34.31,15.87,1,117
3424,2020-05-22 15:00:00,189807,204009,3156,7964,137529,239.75,0,1,154,34.31,15.87,0,113
3425,2020-05-22 16:00:00,446499,260072,7780,13300,98682,239.75,0,0,10,34.31,15.87,0,83
3426,2020-05-22 17:00:00,129489,52520,9036,5874,149056,239.75,0,1,278,34.31,15.87,0,178
3427,2020-05-22 18:00:00,94582,13928,11675,49323,21742,239.75,1,0,248,34.31,15.87,1,190
3428,2020-05-22 19:00:00,356162,289143,4525,36089,145811,239.75,1,0,465,34.31,15.87,1,72
3429,2020-05-22 20:00:00,188347,119065,1333,2273,68115,239.75,0,0,14,34.31,15.87,1,47
3430,2020-05-22 21:00:00,353554,84016,16636,55059,65892,239.75,0,1,440,34.31,15.87,1,207
3431,2020-05-22 22:00:00,362890,135601,821,25167,60012,239.75,0,0,119,34.31,15.87,1,99
3432,2020-05-22 23:00:00,333506,45266,29383,17589,31187,239.75,1,1,458,34.31,15.87,0,5
3433,2020-05-23 00:00:00,126925,115780,8916,26080,67495,239.75,1,1,185,34.31,15.87,0,166
3434,2020-05-23 01:00:00,339934,190355,16048,16823,127500,239.75,1,0,72,34.31,15.87,1,189
3435,2020-05-23 02:00:00,265892,231226,15836,38567,76920,239.75,1,0,282,34.31,15.87,1,225
3436,2020-05-23 03:00:00,204056,294069,27730,2965,40703,239.75,0,0,234,34.31,15.87,0,52
3437,2020-05-23 04:00:00,9040,53006,2381,46670,29951,239.75,0,0,327,34.31,15.87,0,95
3438,2020-05-23 05:00:00,388963,79687,3272,40635,23707,239.75,0,0,333,34.31,15.87,0,63
3439,2020-05-23 06:00:00,6150,209713,14182,23971,30030,239.75,0,1,6,34.31,15.87,0,220
3440,2020-05-23 07:00:00,34364,167919,11892,37105,76251,239.75,1,0,243,34.31,15.87,0,111
3441,2020-05-23 08:00:00,191987,48010,5805,8789,28444,239.75,1,1,245,34.31,15.87,0,104
3442,2020-05-23 09:00:00,45075,142912,7514,29729,100987,239.75,0,1,346,34.31,15.87,0,166
3443,2020-05-23 10:00:00,348081,49450,8320,34040,99299,239.75,0,0,530,34.31,15.87,1,98
3444,2020-05-23 11:00:00,494855,12140,17451,20568,52544,239.75,1,0,42,34.31,15.87,1,222
3445,2020-05-23 12:00:00,191711,158163,5763,6363,107222,239.75,1,1,218,34.31,15.87,0,111
3446,2020-05-23 13:00:00,29487,20815,542,8737,70424,239.75,1,0,99,34.31,15.87,0,11
3447,2020-05-23 14:00:00,157822,195680,4878,31060,100197,239.75,1,1,389,34.31,15.87,0,14
3448,2020-05-23 15:00:00,435861,249377,22016,6810,84666,239.75,0,0,151,34.31,15.87,0,10
3449,2020-05-23 16:00:00,48680,130169,22215,54592,103218,239.75,0,0,500,34.31,15.87,0,229
3450,2020-05-23 17:00:00,486052,37767,4078,33052,41339,239.75,0,0,460,34.31,15.87,1,227
3451,2020-05-23 18:00:00,488756,161091,28549,30711,11591,239.75,0,0,417,34.31,15.87,1,89
3452,2020-05-23 19:00:00,395162,259284,23290,58911,24962,239.75,0,0,176,34.31,15.87,1,69
3453,2020-05-23 20:00:00,208467,221109,24858,30264,139370,239.75,1,1,546,34.31,15.87,0,110
3454,2020-05-23 21:00:00,408119,280435,921,58764,83813,239.75,0,0,281,34.31,15.87,1,75
3455,2020-05-23 22:00:00,384681,73775,21825,26828,137880,239.75,1,0,293,34.31,15.87,0,98
3456,2020-05-23 23:00:00,180578,51741,1036,35596,76315,239.75,0,0,129,34.31,15.87,1,166
3457,2020-05-24 00:00:00,338314,31534,17373,19501,4602,239.75,0,0,466,34.31,15.87,1,154
3458,2020-05-24 01:00:00,211185,132346,6854,55940,97699,239.75,0,0,578,34.31,15.87,1,112
3459,2020-05-24 02:00:00,145842,238171,13985,45945,16016,239.75,1,0,113,34.31,15.87,0,212
3460,2020-05-24 03:00:00,136620,276384,11610,49716,122563,239.75,0,0,557,34.31,15.87,0,20
3461,2020-05-24 04:00:00,420592,226564,6742,1353,76947,239.75,0,0,566,34.31,15.87,0,67
3462,2020-05-24 05:00:00,28108,61110,5031,30062,65387,239.75,0,0,595,34.31,15.87,0,184
3463,2020-05-24 06:00:00,133783,280008,7375,32717,85855,239.75,0,0,449,34.31,15.87,0,85
3464,2020-05-24 07:00:00,166439,60059,12458,27152,113936,239.75,0,0,145,34.31,15.87,1,91
3465,2020-05-24 08:00:00,130646,20308,23126,39553,80755,239.75,0,1,513,34.31,15.87,1,223
3466,2020-05-24 09:00:00,378479,153449,8280,481,29585,239.75,1,0,512,34.31,15.87,0,183
3467,2020-05-24 10:00:00,307590,77635,7302,38735,27074,239.75,1,0,20,34.31,15.87,0,124
3468,2020-05-24 11:00:00,392200,147417,23334,32152,81328,239.75,0,0,193,34.31,15.87,0,236
3469,2020-05-24 12:00:00,384071,239507,26817,39329,60746,239.75,0,1,394,34.31,15.87,0,108
3470,2020-05-24 13:00:00,93122,53303,21208,48981,130827,239.75,0,0,347,34.31,15.87,0,11
3471,2020-05-24 14:00:00,303007,89174,16620,25753,100056,239.75,1,0,109,34.31,15.87,1,19
3472,2020-05-24 15:00:00,101011,181361,2595,4988,45793,239.75,0,0,52,34.31,15.87,0,90
3473,2020-05-24 16:00:00,255124,146360,29375,5433,44752,239.75,0,0,116,34.31,15.87,0,67
3474,2020-05-24 17:00:00,349487,256145,7885,20028,91008,239.75,0,0,19,34.31,15.87,0,198
3475,2020-05-24 18:00:00,246712,96618,29416,52083,7214,239.75,0,0,559,34.31,15.87,0,38
3476,2020-05-24 19:00:00,110818,165277,22225,52627,138232,239.75,0,0,60,34.31,15.87,0,195
3477,2020-05-24 20:00:00,370553,251157,5251,34281,113663,239.75,0,0,242,34.31,15.87,0,140
3478,2020-05-24 21:00:00,355797,173481,8653,40512,11896,239.75,0,1,466,34.31,15.87,1,37
3479,2020-05-24 22:00:00,164980,242243,12660,35912,82373,239.75,0,0,65,34.31,15.87,1,175
3480,2020-05-24 23:00:00,264936,134289,22750,9365,120747,239.75,0,0,523,34.31,15.87,0,114
3481,2020-05-25 00:00:00,100190,230686,24085,17786,86613,239.75,0,0,162,34.31,15.87,0,24
3482,2020-05-25 01:00:00,177922,286763,27718,9310,146407,239.75,1,0,142,34.31,15.87,0,197
3483,2020-05-25 02:00:00,301402,186942,2691,10640,40663,239.75,1,0,355,34.31,15.87,0,128
3484,2020-05-25 03:00:00,229676,180453,15167,29630,13065,239.75,0,0,19,34.31,15.87,0,35
3485,2020-05-25 04:00:00,204127,123678,6677,28865,94192,239.75,0,0,513,34.31,15.87,1,220
3486,2020-05-25 05:00:00,146932,298649,20157,41615,88257,239.75,1,0,589,34.31,15.87,1,180
3487,2020-05-25 06:00:00,458502,37029,22480,35254,149711,239.75,0,1,424,34.31,15.87,0,200
3488,2020-05-25 07:00:00,198281,142370,12583,28087,113353,239.75,0,0,536,34.31,15.87,1,14
3489,2020-05-25 08:00:00,235533,181329,13331,9130,18137,239.75,0,1,578,34.31,15.87,0,133
3490,2020-05-25 09:00:00,339193,218110,6024,51657,128293,239.75,0,1,191,34.31,15.87,0,71
3491,2020-05-25 10:00:00,471983,228591,10816,948,13275,239.75,0,0,573,34.31,15.87,0,171
3492,2020-05-25 11:00:00,192240,363,14718,41787,8269,239.75,0,0,2,34.31,15.87,1,45
3493,2020-05-25 12:00:00,287658,203500,24816,47192,55884,239.75,1,1,365,34.31,15.87,0,231
3494,2020-05-25 13:00:00,290997,17721,27798,31093,7986,239.75,0,0,126,34.31,15.87,0,188
3495,2020-05-25 14:00:00,342690,238325,15394,54030,136173,239.75,0,0,243,34.31,15.87,1,143
3496,2020-05-25 15:00:00,386593,4159,1517,7378,5701,239.75,0,0,329,34.31,15.87,1,96
3497,2020-05-25 16:00:00,294235,71561,698,44931,67508,239.75,0,0,536,34.31,15.87,0,78
3498,2020-05-25 17:00:00,408022,8745,2061,2478,14738,239.75,0,1,261,34.31,15.87,0,13
3499,2020-05-25 18:00:00,484261,14658,9515,39158,148059,239.75,0,0,500,34.31,15.87,0,77
3500,2020-05-25 19:00:00,401856,153970,21653,27413,141975,239.75,1,0,277,34.31,15.87,0,206
3501,2020-05-25 20:00:00,499932,154912,9243,6179,24994,239.75,0,1,95,34.31,15.87,0,136
3502,2020-05-25 21:00:00,19469,115032,15930,14357,90608,239.75,0,0,430,34.31,15.87,0,86
3503,2020-05-25 22:00:00,405740,198364,21678,38546,92211,239.75,0,1,318,34.31,15.87,0,77
